Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount,size_type,sell_through
WPS-00076,Circular Polo,FS24,68.99,Polo,L,16,143,Circular,Women,Olive,40,alpha,0.899
N-00078,Iconic Shorts,SS25,70.99,Shorts,XL,42,47,Iconic,Men,Green Lichen,0,alpha,0.528
WM-00082,Morgex Shirt,FS24,125.99,Shirt,XS,140,364,Morgex,Women,Green Lichen,25,alpha,0.722
N-00079,Circular Stretch Shorts,SS25,57.99,Shorts,XL,40,19,Circular,Men,Pale Mint,0,alpha,0.322
S-00204,Rainforest Half-Zip T-Shirt,SS25,70.99,T-Shirt,S,61,47,Rainforest,Men,Caviar,0,alpha,0.435
WPS-00078,Morgex Heritage Polo,SS25,76.99,Polo,S,251,26,Morgex,Women,Green Lichen,0,alpha,0.094
S-00205,Patch Stripe T-Shirt,SS25,92.99,T-Shirt,M,108,43,Patch,Men,Grey Melange,0,alpha,0.285
WS-00163,Morgex Half-Zip T-Shirt,FS24,44.99,T-Shirt,XXL,159,211,Morgex,Women,Navy,25,alpha,0.57
W\00054,Cresta Heritage Shoes,FS24,119.99,Shoes,36,41,208,Cresta,Women,Blue Marine,15,numeric,0.835
WV-00034,Box Logo Quilted Swimwear,SS25,75.99,Swimwear,L,489,76,Box Logo,Women,Blue Marine,0,alpha,0.135
WS-00164,Geographic Half-Zip T-Shirt,SS25,91.99,T-Shirt,L,316,273,Geographic,Women,Burgundy,0,alpha,0.463
WS-00165,Circular Quilted T-Shirt,FS24,84.99,T-Shirt,L,172,316,Circular,Women,Grey Melange,30,alpha,0.648
WBackpackBoxLogo-0001,Box Logo Backpack,SS25,96.99,Accessories,One Size,436,159,Box Logo,Women,Old Rose,0,alpha,0.267
P-00115,Morgex Half-Zip Pants,FS24,132.99,Pants,M,123,441,Morgex,Men,Stone Grey,25,alpha,0.782
WL-00130,Iconic Heritage Sweatshirt,SS25,153.99,Sweatshirt,XXL,411,173,Iconic,Women,Olive,0,alpha,0.296
P-00116,Patch Half-Zip Pants,FS24,147.99,Pants,M,35,44,Patch,Men,Caviar,30,alpha,0.557
WS-00168,Geographic Print T-Shirt,FS24,93.99,T-Shirt,S,113,329,Geographic,Women,Old Rose,15,alpha,0.744
WM-00083,Morgex Quilted Shirt,SS25,101.99,Shirt,XXL,339,246,Morgex,Women,Grey Melange,0,alpha,0.421
WPS-00079,Iconic Half-Zip Polo,SS25,94.99,Polo,XS,464,71,Iconic,Women,Pale Mint,0,alpha,0.133
M-00092,Circular Heritage Shirt,SS25,138.99,Shirt,S,337,27,Circular,Men,Orange Tangerine,0,alpha,0.074
WCapGeographic-0001,Geographic Cap,SS25,55.99,Accessories,One Size,43,33,Geographic,Women,Burgundy,0,alpha,0.434
WM-00084,Patch Print Shirt,SS25,126.99,Shirt,S,355,123,Patch,Women,Caviar,0,alpha,0.257
W\00055,Cresta Quilted Shoes,FS24,115.99,Shoes,40,103,372,Cresta,Women,Old Rose,20,numeric,0.783
WS-00171,Morgex Heritage T-Shirt,FS24,79.99,T-Shirt,XL,45,142,Morgex,Women,Navy,20,alpha,0.759
\00070,Trail Graphic Shoes,FS24,145.99,Shoes,46,179,284,Trail,Men,Snow White,40,numeric,0.613
WV-00036,Sun-Lover Half-Zip Swimwear,SS25,56.99,Swimwear,S,95,91,Sun-Lover,Women,Beige Sand,0,alpha,0.489
P-00117,Iconic Logo Pants,FS24,155.99,Pants,XS,158,307,Iconic,Men,White Whisper,30,alpha,0.66
S-00212,Geographic Stretch T-Shirt,FS24,81.99,T-Shirt,M,77,235,Geographic,Men,Free Blue,20,alpha,0.753
M-00093,Box Logo Print Shirt,SS25,95.99,Shirt,XL,382,122,Box Logo,Men,Old Rose,0,alpha,0.242
N-00080,Iconic Logo Shorts,FS24,58.99,Shorts,XL,66,144,Iconic,Men,Burgundy,15,alpha,0.686
M-00094,Tribe Quilted Shirt,FS24,146.99,Shirt,XS,72,442,Tribe,Men,Old Rose,15,alpha,0.86
W\00056,Box Logo Stretch Shoes,SS25,162.99,Shoes,36,159,148,Box Logo,Women,Navy,0,numeric,0.482
M-00095,Box Logo Shirt,SS25,88.99,Shirt,S,177,134,Box Logo,Men,Petit Four,0,alpha,0.431
L-00151,Rainforest Quilted Sweatshirt,FS24,141.99,Sweatshirt,S,170,396,Rainforest,Men,Stone Grey,20,alpha,0.7
PS-00085,Box Logo Graphic Polo,SS25,81.99,Polo,XS,137,144,Box Logo,Men,White Whisper,0,alpha,0.512
S-00215,Patch Logo T-Shirt,SS25,53.99,T-Shirt,XS,429,100,Patch,Men,Pale Mint,0,alpha,0.189
\00071,Cresta Stripe Shoes,SS25,162.99,Shoes,40,473,48,Cresta,Men,Olive,0,numeric,0.092
P-00120,Rainforest Pants,SS25,116.99,Pants,XL,226,114,Rainforest,Men,Forest Green,0,alpha,0.335
WM-00086,Box Logo Print Shirt,SS25,122.99,Shirt,L,128,18,Box Logo,Women,Pale Mint,0,alpha,0.123
WN-00050,Iconic Stripe Shorts,SS25,92.99,Shorts,XL,508,69,Iconic,Women,Navy,0,alpha,0.12
WM-00087,Patch Stripe Shirt,SS25,120.99,Shirt,XL,161,10,Patch,Women,Bright White,0,alpha,0.058
WV-00037,Wave Logo Swimwear,FS24,44.99,Swimwear,XS,156,237,Wave,Women,Free Blue,30,alpha,0.603
W\00057,Trail Print Shoes,SS25,125.99,Shoes,42,116,33,Trail,Women,Bright White,0,numeric,0.221
PS-00086,Box Logo Polo,FS24,71.99,Polo,XS,28,383,Box Logo,Men,Forest Green,10,alpha,0.932
M-00096,Rainforest Stretch Shirt,FS24,92.99,Shirt,M,100,393,Rainforest,Men,Free Blue,40,alpha,0.797
WN-00051,Morgex Heritage Shorts,SS25,65.99,Shorts,S,130,18,Morgex,Women,Snow White,0,alpha,0.122
WS-00173,Box Logo Quilted T-Shirt,SS25,40.99,T-Shirt,XL,301,114,Box Logo,Women,Petit Four,0,alpha,0.275
WS-00174,Iconic Logo T-Shirt,SS25,39.99,T-Shirt,L,520,40,Iconic,Women,Old Rose,0,alpha,0.071
WL-00132,Rainforest Stretch Sweatshirt,FS24,130.99,Sweatshirt,XS,29,554,Rainforest,Women,Forest Green,10,alpha,0.95
S-00218,Patch Heritage T-Shirt,FS24,50.99,T-Shirt,XL,25,45,Patch,Men,Yellow Sunshine,25,alpha,0.643
WL-00134,Tribe Stripe Sweatshirt,FS24,126.99,Sweatshirt,L,118,325,Tribe,Women,Olive,15,alpha,0.734
L-00152,Iconic Quilted Sweatshirt,FS24,125.99,Sweatshirt,M,34,73,Iconic,Men,Bright Red,25,alpha,0.682
WS-00176,Box Logo Heritage T-Shirt,FS24,86.99,T-Shirt,XL,54,390,Box Logo,Women,Bright Red,25,alpha,0.878
L-00153,Tribe Half-Zip Sweatshirt,SS25,153.99,Sweatshirt,S,297,192,Tribe,Men,Burgundy,0,alpha,0.393
WPS-00080,Rainforest Stripe Polo,FS24,84.99,Polo,S,82,145,Rainforest,Women,Bright Red,15,alpha,0.639
W\00058,Box Logo Heritage Shoes,SS25,116.99,Shoes,36,64,28,Box Logo,Women,Pale Mint,0,numeric,0.304
WP-00095,Iconic Half-Zip Pants,FS24,154.99,Pants,XL,44,512,Iconic,Women,Forest Green,25,alpha,0.921
WN-00053,Geographic Print Shorts,SS25,50.99,Shorts,L,354,201,Geographic,Women,Blue Marine,0,alpha,0.362
\00073,Trail Shoes,FS24,145.99,Shoes,42,223,369,Trail,Men,Bright Red,50,numeric,0.623
WV-00039,Sun-Lover Swimwear,FS24,49.99,Swimwear,XXL,68,165,Sun-Lover,Women,Snow White,20,alpha,0.708
WM-00088,Rainforest Half-Zip Shirt,FS24,89.99,Shirt,XXL,73,398,Rainforest,Women,Bright Red,15,alpha,0.845
PS-00087,Circular Half-Zip Polo,SS25,80.99,Polo,XXL,449,30,Circular,Men,Petit Four,0,alpha,0.063
WL-00137,Iconic Stretch Sweatshirt,SS25,165.99,Sweatshirt,S,109,35,Iconic,Women,Yellow Sunshine,0,alpha,0.243
S-00221,Iconic Half-Zip T-Shirt,SS25,76.99,T-Shirt,M,93,114,Iconic,Men,Bright Red,0,alpha,0.551
\00074,Cresta Stripe Shoes,SS25,181.99,Shoes,43,31,9,Cresta,Men,Forest Green,0,numeric,0.225
P-00124,Morgex Stripe Pants,SS25,142.99,Pants,XL,74,30,Morgex,Men,Khaki,0,alpha,0.288
N-00081,Iconic Half-Zip Shorts,SS25,65.99,Shorts,XXL,392,199,Iconic,Men,Stone Grey,0,alpha,0.337
WL-00138,Box Logo Graphic Sweatshirt,FS24,106.99,Sweatshirt,S,32,89,Box Logo,Women,Caviar,30,alpha,0.736
M-00098,Iconic Graphic Shirt,FS24,132.99,Shirt,L,163,436,Iconic,Men,Forest Green,25,alpha,0.728
P-00125,Tribe Graphic Pants,FS24,145.99,Pants,XL,162,396,Tribe,Men,Bright Red,25,alpha,0.71
PS-00088,Iconic Polo,FS24,106.99,Polo,M,61,92,Iconic,Men,Old Rose,25,alpha,0.601
WM-00089,Circular Stretch Shirt,SS25,123.99,Shirt,XS,245,228,Circular,Women,Khaki,0,alpha,0.482
WL-00140,Box Logo Logo Sweatshirt,FS24,134.99,Sweatshirt,M,29,207,Box Logo,Women,Bright Red,30,alpha,0.877
WM-00090,Iconic Shirt,FS24,113.99,Shirt,M,8,41,Iconic,Women,Caviar,25,alpha,0.837
WP-00096,Geographic Pants,SS25,126.99,Pants,S,369,133,Geographic,Women,Blue Marine,0,alpha,0.265
WS-00179,Iconic Graphic T-Shirt,FS24,86.99,T-Shirt,XL,68,518,Iconic,Women,Green Lichen,40,alpha,0.884
P-00126,Box Logo Half-Zip Pants,SS25,149.99,Pants,XS,261,307,Box Logo,Men,Petit Four,0,alpha,0.54
L-00155,Geographic Half-Zip Sweatshirt,SS25,167.99,Sweatshirt,S,296,110,Geographic,Men,Beige Sand,0,alpha,0.271
M-00099,Circular Quilted Shirt,SS25,128.99,Shirt,L,162,50,Circular,Men,Petit Four,0,alpha,0.236
PS-00090,Morgex Graphic Polo,SS25,91.99,Polo,XXL,220,132,Morgex,Men,White Whisper,0,alpha,0.375
PS-00091,Geographic Logo Polo,SS25,72.99,Polo,XS,95,102,Geographic,Men,Beige Sand,0,alpha,0.518
WSocksRainforest-0002,Rainforest Socks,SS25,76.99,Accessories,One Size,254,193,Rainforest,Women,Pale Mint,0,alpha,0.432
WPS-00081,Geographic Print Polo,SS25,76.99,Polo,XS,449,142,Geographic,Women,Orange Tangerine,0,alpha,0.24
WM-00092,Box Logo Stripe Shirt,FS24,88.99,Shirt,S,86,189,Box Logo,Women,Khaki,25,alpha,0.687
L-00156,Morgex Graphic Sweatshirt,SS25,123.99,Sweatshirt,M,48,4,Morgex,Men,Olive,0,alpha,0.077
ScarfIconic-0001,Iconic Scarf,SS25,110.99,Accessories,One Size,350,141,Iconic,Men,Stone Grey,0,alpha,0.287
PS-00092,Circular Graphic Polo,SS25,80.99,Polo,M,334,74,Circular,Men,Free Blue,0,alpha,0.181
M-00100,Tribe Heritage Shirt,FS24,111.99,Shirt,L,66,83,Tribe,Men,Petit Four,25,alpha,0.557
P-00127,Patch Heritage Pants,SS25,157.99,Pants,S,384,170,Patch,Men,Forest Green,0,alpha,0.307
SocksGeographic-0001,Geographic Socks,SS25,54.99,Accessories,One Size,228,71,Geographic,Men,Orange Tangerine,0,alpha,0.237
W\00059,Trail Print Shoes,SS25,162.99,Shoes,41,223,34,Trail,Women,Grey Melange,0,numeric,0.132
L-00157,Circular Quilted Sweatshirt,SS25,159.99,Sweatshirt,XS,315,217,Circular,Men,Blue Marine,0,alpha,0.408
WPS-00082,Tribe Polo,SS25,96.99,Polo,XL,434,100,Tribe,Women,Burgundy,0,alpha,0.187
WL-00141,Iconic Stripe Sweatshirt,SS25,99.99,Sweatshirt,XXL,224,259,Iconic,Women,Old Rose,0,alpha,0.536
V-00049,Wave Stretch Swimwear,FS24,44.99,Swimwear,XL,64,175,Wave,Men,Olive,10,alpha,0.732
M-00101,Iconic Shirt,FS24,130.99,Shirt,XS,47,372,Iconic,Men,Orange Tangerine,30,alpha,0.888
S-00226,Patch Graphic T-Shirt,SS25,34.99,T-Shirt,L,81,39,Patch,Men,Yellow Sunshine,0,alpha,0.325
BucketHatRainforest-0001,Rainforest Bucket Hat,SS25,104.99,Accessories,One Size,432,107,Rainforest,Men,Navy,0,alpha,0.199
P-00129,Iconic Half-Zip Pants,SS25,100.99,Pants,M,217,235,Iconic,Men,Petit Four,0,alpha,0.52
\00076,Slate Print Shoes,FS24,194.99,Shoes,40,65,329,Slate,Men,Free Blue,40,numeric,0.835
WP-00098,Morgex Heritage Pants,FS24,124.99,Pants,S,53,168,Morgex,Women,White Whisper,15,alpha,0.76
P-00130,Tribe Stripe Pants,SS25,98.99,Pants,L,290,305,Tribe,Men,Green Lichen,0,alpha,0.513
WN-00055,Rainforest Quilted Shorts,SS25,84.99,Shorts,M,90,10,Rainforest,Women,Green Lichen,0,alpha,0.1
L-00158,Geographic Stretch Sweatshirt,SS25,105.99,Sweatshirt,XXL,169,61,Geographic,Men,Yellow Sunshine,0,alpha,0.265
WN-00056,Patch Logo Shorts,FS24,57.99,Shorts,XL,37,47,Patch,Women,Forest Green,10,alpha,0.56
WS-00183,Patch Graphic T-Shirt,SS25,64.99,T-Shirt,XS,65,63,Patch,Women,Pale Mint,0,alpha,0.492
M-00103,Geographic Logo Shirt,SS25,94.99,Shirt,M,104,8,Geographic,Men,Orange Tangerine,0,alpha,0.071
WM-00095,Circular Graphic Shirt,SS25,143.99,Shirt,XS,120,138,Circular,Women,Forest Green,0,alpha,0.535
N-00083,Rainforest Stripe Shorts,SS25,58.99,Shorts,M,535,47,Rainforest,Men,Khaki,0,alpha,0.081
\00079,Box Logo Logo Shoes,FS24,159.99,Shoes,44,23,274,Box Logo,Men,White Whisper,20,numeric,0.923
WL-00144,Box Logo Stripe Sweatshirt,FS24,100.99,Sweatshirt,XXL,107,301,Box Logo,Women,Yellow Sunshine,40,alpha,0.738
M-00104,Iconic Quilted Shirt,FS24,87.99,Shirt,M,11,133,Iconic,Men,White Whisper,25,alpha,0.924
WP-00099,Circular Stripe Pants,SS25,92.99,Pants,S,205,214,Circular,Women,White Whisper,0,alpha,0.511
PS-00094,Morgex Quilted Polo,SS25,69.99,Polo,XS,153,25,Morgex,Men,Green Lichen,0,alpha,0.14
\00080,Slate Stripe Shoes,SS25,199.99,Shoes,41,83,8,Slate,Men,White Whisper,0,numeric,0.088
PS-00095,Tribe Half-Zip Polo,SS25,108.99,Polo,S,153,8,Tribe,Men,Navy,0,alpha,0.05
P-00132,Tribe Print Pants,FS24,111.99,Pants,XL,124,283,Tribe,Men,Burgundy,40,alpha,0.695
L-00160,Geographic Graphic Sweatshirt,SS25,130.99,Sweatshirt,XL,220,203,Geographic,Men,Beige Sand,0,alpha,0.48
PS-00096,Iconic Quilted Polo,SS25,66.99,Polo,XL,250,221,Iconic,Men,Black Beauty,0,alpha,0.469
L-00161,Box Logo Half-Zip Sweatshirt,FS24,136.99,Sweatshirt,L,155,441,Box Logo,Men,Navy,40,alpha,0.74
\00082,Cresta Logo Shoes,FS24,94.99,Shoes,43,78,208,Cresta,Men,Grey Melange,20,numeric,0.727
M-00106,Iconic Print Shirt,SS25,129.99,Shirt,XS,115,52,Iconic,Men,Burgundy,0,alpha,0.311
\00083,Slate Shoes,SS25,102.99,Shoes,43,406,149,Slate,Men,Bright Red,0,numeric,0.268
P-00133,Geographic Quilted Pants,SS25,93.99,Pants,S,116,136,Geographic,Men,Burgundy,0,alpha,0.54
PS-00097,Geographic Heritage Polo,SS25,109.99,Polo,S,423,126,Geographic,Men,Forest Green,0,alpha,0.23
P-00134,Iconic Stripe Pants,SS25,127.99,Pants,L,42,39,Iconic,Men,Snow White,0,alpha,0.481
S-00229,Tribe Print T-Shirt,SS25,49.99,T-Shirt,M,295,27,Tribe,Men,Blue Marine,0,alpha,0.084
M-00108,Circular Logo Shirt,FS24,133.99,Shirt,XS,26,417,Circular,Men,Caviar,40,alpha,0.941
S-00230,Circular Graphic T-Shirt,FS24,52.99,T-Shirt,XL,61,286,Circular,Men,Free Blue,10,alpha,0.824
PS-00098,Geographic Stripe Polo,SS25,74.99,Polo,S,130,47,Geographic,Men,Yellow Sunshine,0,alpha,0.266
WV-00042,Sun-Lover Stretch Swimwear,SS25,52.99,Swimwear,L,301,67,Sun-Lover,Women,Khaki,0,alpha,0.182
WS-00188,Tribe Stretch T-Shirt,FS24,90.99,T-Shirt,S,29,69,Tribe,Women,Bright White,40,alpha,0.704
S-00232,Morgex Half-Zip T-Shirt,FS24,92.99,T-Shirt,L,76,239,Morgex,Men,Free Blue,30,alpha,0.759
WN-00057,Morgex Stripe Shorts,FS24,64.99,Shorts,M,89,330,Morgex,Women,Burgundy,40,alpha,0.788
M-00109,Circular Logo Shirt,FS24,98.99,Shirt,S,14,39,Circular,Men,Caviar,30,alpha,0.736
L-00164,Morgex Quilted Sweatshirt,SS25,140.99,Sweatshirt,S,189,137,Morgex,Men,Old Rose,0,alpha,0.42
S-00233,Rainforest Quilted T-Shirt,FS24,90.99,T-Shirt,XXL,236,314,Rainforest,Men,Khaki,30,alpha,0.571
L-00165,Geographic Stripe Sweatshirt,SS25,161.99,Sweatshirt,XXL,199,190,Geographic,Men,Burgundy,0,alpha,0.488
WS-00190,Morgex Stretch T-Shirt,SS25,78.99,T-Shirt,XXL,106,90,Morgex,Women,White Whisper,0,alpha,0.459
P-00136,Iconic Quilted Pants,SS25,148.99,Pants,M,213,26,Iconic,Men,Navy,0,alpha,0.109
W\00060,Trail Stripe Shoes,FS24,155.99,Shoes,37,15,205,Trail,Women,Caviar,20,numeric,0.932
S-00234,Rainforest Stretch T-Shirt,FS24,73.99,T-Shirt,M,18,240,Rainforest,Men,Forest Green,15,alpha,0.93
M-00110,Tribe Stripe Shirt,SS25,113.99,Shirt,S,432,45,Tribe,Men,Free Blue,0,alpha,0.094
WS-00193,Patch Print T-Shirt,SS25,77.99,T-Shirt,XL,136,91,Patch,Women,Burgundy,0,alpha,0.401
WPS-00085,Tribe Print Polo,SS25,109.99,Polo,S,36,21,Tribe,Women,Bright White,0,alpha,0.368
WN-00058,Geographic Quilted Shorts,SS25,91.99,Shorts,XXL,196,32,Geographic,Women,Free Blue,0,alpha,0.14
M-00112,Iconic Half-Zip Shirt,FS24,86.99,Shirt,M,28,105,Iconic,Men,Green Lichen,20,alpha,0.789
M-00113,Patch Heritage Shirt,FS24,91.99,Shirt,S,4,36,Patch,Men,Yellow Sunshine,20,alpha,0.9
WS-00194,Geographic Quilted T-Shirt,SS25,73.99,T-Shirt,XS,494,54,Geographic,Women,Pale Mint,0,alpha,0.099
WN-00059,Morgex Stripe Shorts,SS25,64.99,Shorts,XL,326,127,Morgex,Women,Green Lichen,0,alpha,0.28
L-00166,Box Logo Heritage Sweatshirt,FS24,148.99,Sweatshirt,S,189,346,Box Logo,Men,Bright Red,15,alpha,0.647
N-00085,Geographic Heritage Shorts,FS24,50.99,Shorts,XXL,61,326,Geographic,Men,Bright White,25,alpha,0.842
BackpackRainforest-0001,Rainforest Backpack,FS24,100.99,Accessories,One Size,130,226,Rainforest,Men,Burgundy,20,alpha,0.635
WS-00195,Iconic Stripe T-Shirt,SS25,65.99,T-Shirt,M,144,174,Iconic,Women,Free Blue,0,alpha,0.547
L-00167,Morgex Sweatshirt,SS25,100.99,Sweatshirt,XXL,135,48,Morgex,Men,Orange Tangerine,0,alpha,0.262
WL-00150,Morgex Heritage Sweatshirt,FS24,167.99,Sweatshirt,M,31,469,Morgex,Women,Petit Four,20,alpha,0.938
W\00061,Trail Stretch Shoes,FS24,121.99,Shoes,36,32,41,Trail,Women,Caviar,20,numeric,0.562
P-00140,Rainforest Pants,SS25,134.99,Pants,XXL,360,69,Rainforest,Men,Green Lichen,0,alpha,0.161
P-00141,Patch Quilted Pants,FS24,141.99,Pants,M,168,317,Patch,Men,Olive,20,alpha,0.654
\00085,Slate Shoes,SS25,102.99,Shoes,41,439,57,Slate,Men,Blue Marine,0,numeric,0.115
WN-00060,Rainforest Logo Shorts,SS25,51.99,Shorts,S,46,4,Rainforest,Women,Bright Red,0,alpha,0.08
\00086,Box Logo Heritage Shoes,FS24,175.99,Shoes,45,9,33,Box Logo,Men,Beige Sand,25,numeric,0.786
S-00237,Geographic Heritage T-Shirt,SS25,53.99,T-Shirt,S,291,48,Geographic,Men,White Whisper,0,alpha,0.142
P-00142,Circular Quilted Pants,SS25,159.99,Pants,XS,215,146,Circular,Men,Petit Four,0,alpha,0.404
WS-00196,Patch Print T-Shirt,SS25,86.99,T-Shirt,S,242,85,Patch,Women,White Whisper,0,alpha,0.26
M-00117,Rainforest Stretch Shirt,SS25,128.99,Shirt,L,148,147,Rainforest,Men,Snow White,0,alpha,0.498
S-00238,Circular Heritage T-Shirt,FS24,87.99,T-Shirt,XS,172,375,Circular,Men,Khaki,30,alpha,0.686
WPS-00090,Geographic Quilted Polo,SS25,87.99,Polo,L,497,97,Geographic,Women,Khaki,0,alpha,0.163
W\00062,Box Logo Shoes,SS25,153.99,Shoes,38,195,29,Box Logo,Women,Burgundy,0,numeric,0.129
L-00172,Rainforest Sweatshirt,SS25,106.99,Sweatshirt,S,114,12,Rainforest,Men,Bright Red,0,alpha,0.095
\00088,Box Logo Quilted Shoes,FS24,191.99,Shoes,40,54,216,Box Logo,Men,White Whisper,20,numeric,0.8
S-00240,Circular Heritage T-Shirt,SS25,69.99,T-Shirt,S,196,30,Circular,Men,Khaki,0,alpha,0.133
WM-00103,Geographic Quilted Shirt,FS24,125.99,Shirt,XXL,62,244,Geographic,Women,Blue Marine,15,alpha,0.797
P-00143,Tribe Logo Pants,SS25,158.99,Pants,XXL,114,133,Tribe,Men,Beige Sand,0,alpha,0.538
PS-00099,Rainforest Half-Zip Polo,FS24,86.99,Polo,S,87,110,Rainforest,Men,Orange Tangerine,30,alpha,0.558
WS-00199,Iconic Stretch T-Shirt,SS25,75.99,T-Shirt,XS,176,25,Iconic,Women,Bright White,0,alpha,0.124
WS-00201,Box Logo Quilted T-Shirt,FS24,87.99,T-Shirt,S,17,23,Box Logo,Women,Caviar,50,alpha,0.575
M-00119,Rainforest Stripe Shirt,FS24,125.99,Shirt,M,150,301,Rainforest,Men,Yellow Sunshine,15,alpha,0.667
\00090,Cresta Quilted Shoes,FS24,126.99,Shoes,41,90,134,Cresta,Men,Olive,30,numeric,0.598
L-00173,Iconic Stripe Sweatshirt,FS24,113.99,Sweatshirt,L,68,256,Iconic,Men,Green Lichen,30,alpha,0.79
N-00086,Box Logo Shorts,SS25,61.99,Shorts,M,463,129,Box Logo,Men,White Whisper,0,alpha,0.218
WL-00153,Iconic Graphic Sweatshirt,FS24,116.99,Sweatshirt,M,23,267,Iconic,Women,Black Beauty,25,alpha,0.921
W\00063,Trail Heritage Shoes,FS24,116.99,Shoes,37,33,424,Trail,Women,Stone Grey,25,numeric,0.928
WP-00103,Tribe Print Pants,SS25,97.99,Pants,L,416,112,Tribe,Women,Free Blue,0,alpha,0.212
N-00087,Geographic Logo Shorts,SS25,66.99,Shorts,XXL,74,42,Geographic,Men,Black Beauty,0,alpha,0.362
WL-00154,Circular Stretch Sweatshirt,FS24,108.99,Sweatshirt,XXL,97,372,Circular,Women,Blue Marine,40,alpha,0.793
P-00145,Circular Stretch Pants,FS24,106.99,Pants,XS,181,317,Circular,Men,Grey Melange,25,alpha,0.637
P-00146,Geographic Quilted Pants,FS24,144.99,Pants,M,6,43,Geographic,Men,Old Rose,15,alpha,0.878
WP-00104,Patch Logo Pants,FS24,154.99,Pants,XS,52,504,Patch,Women,Pale Mint,20,alpha,0.906
S-00243,Morgex Print T-Shirt,FS24,71.99,T-Shirt,XXL,237,349,Morgex,Men,Yellow Sunshine,15,alpha,0.596
M-00120,Box Logo Quilted Shirt,FS24,105.99,Shirt,XL,63,504,Box Logo,Men,Khaki,20,alpha,0.889
M-00121,Box Logo Stretch Shirt,SS25,116.99,Shirt,M,514,58,Box Logo,Men,Black Beauty,0,alpha,0.101
PS-00100,Tribe Graphic Polo,SS25,94.99,Polo,M,400,193,Tribe,Men,Pale Mint,0,alpha,0.325
\00092,Trail Graphic Shoes,FS24,160.99,Shoes,40,24,212,Trail,Men,Black Beauty,20,numeric,0.898
SocksMorgex-0003,Morgex Socks,FS24,83.99,Accessories,One Size,10,49,Morgex,Men,Snow White,25,alpha,0.831
W\00066,Cresta Quilted Shoes,SS25,208.99,Shoes,37,249,92,Cresta,Women,Old Rose,0,numeric,0.27
S-00244,Rainforest Stretch T-Shirt,FS24,84.99,T-Shirt,XXL,84,337,Rainforest,Men,Caviar,25,alpha,0.8
M-00122,Iconic Quilted Shirt,FS24,102.99,Shirt,XXL,125,389,Iconic,Men,Green Lichen,15,alpha,0.757
WM-00104,Tribe Print Shirt,FS24,125.99,Shirt,XXL,141,231,Tribe,Women,Olive,25,alpha,0.621
WL-00158,Tribe Graphic Sweatshirt,SS25,112.99,Sweatshirt,M,250,238,Tribe,Women,Free Blue,0,alpha,0.488
N-00089,Morgex Half-Zip Shorts,FS24,68.99,Shorts,XL,187,323,Morgex,Men,Blue Marine,10,alpha,0.633
WL-00159,Iconic Half-Zip Sweatshirt,SS25,160.99,Sweatshirt,XXL,166,60,Iconic,Women,Beige Sand,0,alpha,0.265
M-00123,Tribe Shirt,SS25,149.99,Shirt,L,99,44,Tribe,Men,Old Rose,0,alpha,0.308
W\00067,Box Logo Shoes,FS24,152.99,Shoes,39,140,390,Box Logo,Women,Beige Sand,15,numeric,0.736
WM-00105,Circular Logo Shirt,SS25,112.99,Shirt,M,392,53,Circular,Women,Bright Red,0,alpha,0.119
WP-00106,Circular Half-Zip Pants,FS24,95.99,Pants,M,11,58,Circular,Women,Burgundy,15,alpha,0.841
N-00090,Morgex Print Shorts,FS24,59.99,Shorts,L,44,375,Morgex,Men,Olive,25,alpha,0.895
S-00247,Rainforest Print T-Shirt,SS25,53.99,T-Shirt,S,508,85,Rainforest,Men,Petit Four,0,alpha,0.143
V-00050,Sun-Lover Stripe Swimwear,FS24,77.99,Swimwear,S,233,342,Sun-Lover,Men,Snow White,30,alpha,0.595
BeltIconic-0001,Iconic Belt,FS24,21.99,Accessories,One Size,21,189,Iconic,Men,Khaki,25,alpha,0.9
L-00176,Patch Stripe Sweatshirt,SS25,148.99,Sweatshirt,XL,212,40,Patch,Men,Old Rose,0,alpha,0.159
WN-00061,Patch Shorts,SS25,78.99,Shorts,XXL,312,54,Patch,Women,Stone Grey,0,alpha,0.148
L-00177,Rainforest Stretch Sweatshirt,SS25,134.99,Sweatshirt,XXL,136,28,Rainforest,Men,Navy,0,alpha,0.171
W\00069,Box Logo Print Shoes,FS24,208.99,Shoes,38,199,349,Box Logo,Women,Beige Sand,10,numeric,0.637
WN-00062,Rainforest Print Shorts,SS25,71.99,Shorts,XXL,300,150,Rainforest,Women,Green Lichen,0,alpha,0.333
PS-00103,Circular Half-Zip Polo,SS25,95.99,Polo,XL,177,53,Circular,Men,Caviar,0,alpha,0.23
WN-00063,Circular Half-Zip Shorts,SS25,92.99,Shorts,L,51,32,Circular,Women,Navy,0,alpha,0.386
WV-00046,Box Logo Heritage Swimwear,FS24,83.99,Swimwear,XS,68,303,Box Logo,Women,Pale Mint,10,alpha,0.817
WL-00161,Morgex Logo Sweatshirt,FS24,168.99,Sweatshirt,XL,42,322,Morgex,Women,Pale Mint,20,alpha,0.885
S-00249,Morgex Stretch T-Shirt,FS24,82.99,T-Shirt,M,14,140,Morgex,Men,Olive,30,alpha,0.909
PS-00104,Patch Heritage Polo,FS24,71.99,Polo,L,24,288,Patch,Men,Petit Four,15,alpha,0.923
